Episode, Reward, TD Error, Epsilon, Loss (Squared TD Error)
(0, 5.0, 10.0, 0.4995, 100.0)
(1, 0.0, -10.0, 0.4990005, 100.0)
(2, 1.0, nan, 0.4985014995, nan)
(3, 3.0, nan, 0.4980029980005, nan)
(4, 0.0, nan, 0.4975049950024995, nan)
(5, -17.0, nan, 0.497007490007497, nan)
(6, 5.0, nan, 0.4965104825174895, nan)
(7, -6.0, nan, 0.49601397203497205, nan)
(8, -6.0, nan, 0.4955179580629371, nan)
(9, -6.0, nan, 0.4950224401048741, nan)
(10, -4.0, nan, 0.49452741766476926, nan)
(11, -36.0, nan, 0.4940328902471045, nan)
(12, 2.0, nan, 0.4935388573568574, nan)
(13, -1.0, nan, 0.4930453184995005, nan)
(14, -1.0, nan, 0.49255227318100103, nan)
(15, 2.0, nan, 0.49205972090782, nan)
(16, 6.0, nan, 0.4915676611869122, nan)
(17, -15.0, nan, 0.4910760935257253, nan)
(18, -6.0, nan, 0.49058501743219957, nan)
(19, 1.0, nan, 0.49009443241476736, nan)
(20, -9.0, nan, 0.4896043379823526, nan)
(21, 2.0, nan, 0.48911473364437025, nan)
(22, -8.0, nan, 0.48862561891072587, nan)
(23, -1.0, nan, 0.48813699329181515, nan)
(24, 0.0, nan, 0.48764885629852334, nan)
(25, 0.0, nan, 0.4871612074422248, nan)
(26, 2.0, nan, 0.48667404623478255, nan)
(27, 3.0, nan, 0.4861873721885478, nan)
(28, -1.0, nan, 0.48570118481635927, nan)
(29, 6.0, nan, 0.48521548363154293, nan)
(30, 0.0, nan, 0.48473026814791137, nan)
(31, 5.0, nan, 0.48424553787976343, nan)
(32, 4.0, nan, 0.48376129234188364, nan)
(33, -7.0, nan, 0.48327753104954174, nan)
(34, -4.0, nan, 0.4827942535184922, nan)
(35, 0.0, nan, 0.4823114592649737, nan)
(36, -7.0, nan, 0.48182914780570874, nan)
(37, 0.0, nan, 0.48134731865790303, nan)
(38, 2.0, nan, 0.48086597133924514, nan)
(39, 1.0, nan, 0.4803851053679059, nan)
(40, -6.0, nan, 0.479904720262538, nan)
(41, -2.0, nan, 0.47942481554227545, nan)
(42, 2.0, nan, 0.4789453907267332, nan)
(43, 0.0, nan, 0.47846644533600646, nan)
(44, -1.0, nan, 0.47798797889067046, nan)
(45, -10.0, nan, 0.4775099909117798, nan)
(46, -19.0, nan, 0.47703248092086803, nan)
(47, 0.0, nan, 0.4765554484399472, nan)
(48, -13.0, nan, 0.47607889299150724, nan)
(49, 4.0, nan, 0.47560281409851574, nan)
(50, -2.0, nan, 0.4751272112844172, nan)
(51, 2.0, nan, 0.4746520840731328, nan)
(52, 1.0, nan, 0.47417743198905965, nan)
(53, -7.0, nan, 0.4737032545570706, nan)
(54, -15.0, nan, 0.4732295513025135, nan)
(55, -3.0, nan, 0.47275632175121096, nan)
(56, 4.0, nan, 0.47228356542945976, nan)
(57, -6.0, nan, 0.4718112818640303, nan)
(58, -9.0, nan, 0.4713394705821663, nan)
(59, 4.0, nan, 0.47086813111158415, nan)
(60, -14.0, nan, 0.4703972629804726, nan)
(61, 2.0, nan, 0.4699268657174921, nan)
(62, 2.0, nan, 0.4694569388517746, nan)
(63, 2.0, nan, 0.46898748191292283, nan)
(64, -20.0, nan, 0.4685184944310099, nan)
(65, -4.0, nan, 0.4680499759365789, nan)
(66, 5.0, nan, 0.4675819259606423, nan)
(67, -9.0, nan, 0.46711434403468166, nan)
(68, -3.0, nan, 0.466647229690647, nan)
(69, 6.0, nan, 0.46618058246095634, nan)
(70, 0.0, nan, 0.4657144018784954, nan)
(71, 5.0, nan, 0.4652486874766169, nan)
(72, -5.0, nan, 0.4647834387891403, nan)
(73, 2.0, nan, 0.46431865535035116, nan)
(74, -18.0, nan, 0.4638543366950008, nan)
(75, 1.0, nan, 0.4633904823583058, nan)
(76, -1.0, nan, 0.4629270918759475, nan)
(77, 1.0, nan, 0.46246416478407154, nan)
(78, -2.0, nan, 0.46200170061928747, nan)
(79, -9.0, nan, 0.4615396989186682, nan)
(80, 5.0, nan, 0.46107815921974954, nan)
(81, -5.0, nan, 0.4606170810605298, nan)
(82, 7.0, nan, 0.46015646397946924, nan)
(83, -13.0, nan, 0.4596963075154898, nan)
(84, -5.0, nan, 0.4592366112079743, nan)
(85, -22.0, nan, 0.4587773745967664, nan)
(86, 8.0, nan, 0.4583185972221696, nan)
(87, -11.0, nan, 0.45786027862494744, nan)
(88, -21.0, nan, 0.4574024183463225, nan)
(89, -5.0, nan, 0.4569450159279762, nan)
(90, -9.0, nan, 0.45648807091204824, nan)
(91, 2.0, nan, 0.4560315828411362, nan)
(92, 0.0, nan, 0.4555755512582951, nan)
(93, -2.0, nan, 0.4551199757070368, nan)
(94, -9.0, nan, 0.45466485573132975, nan)
(95, -12.0, nan, 0.45421019087559844, nan)
(96, 3.0, nan, 0.45375598068472284, nan)
(97, -2.0, nan, 0.45330222470403814, nan)
(98, 2.0, nan, 0.4528489224793341, nan)
(99, 8.0, nan, 0.4523960735568548, nan)
(100, -2.0, nan, 0.45194367748329795, nan)
(101, 0.0, nan, 0.45149173380581464, nan)
(102, -1.0, nan, 0.4510402420720088, nan)
(103, 1.0, nan, 0.45058920182993684, nan)
(104, -22.0, nan, 0.4501386126281069, nan)
(105, -1.0, nan, 0.4496884740154788, nan)
(106, 0.0, nan, 0.4492387855414633, nan)
(107, -20.0, nan, 0.4487895467559218, nan)
(108, 4.0, nan, 0.4483407572091659, nan)
(109, -17.0, nan, 0.4478924164519567, nan)
(110, 4.0, nan, 0.4474445240355048, nan)
(111, -6.0, nan, 0.4469970795114693, nan)
(112, 7.0, nan, 0.4465500824319578, nan)
(113, -5.0, nan, 0.4461035323495259, nan)
(114, 4.0, nan, 0.44565742881717635, nan)
(115, 4.0, nan, 0.44521177138835916, nan)
(116, -2.0, nan, 0.4447665596169708, nan)
(117, -3.0, nan, 0.44432179305735386, nan)
(118, -10.0, nan, 0.4438774712642965, nan)
(119, -5.0, nan, 0.4434335937930322, nan)
(120, -1.0, nan, 0.4429901601992392, nan)
(121, -2.0, nan, 0.44254717003904, nan)
